	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
PAX7	PAX7	6.218413910006229e-13	17559.0	10.694550758542901	10.694550758542901	6.993247126343061e-20	17377.0	98.04209219658071	0.5	1.3727402385885672	0.5383282301695665	2	17.316220843588457
PRAME	PRAME	2.98763959506326e-15	17558.0	8.665586815768531	8.665586815768531	0.27014524550712116	8087.0	45.62432996670993	0.0	0.21209895759397457	0.1854936206488819	2	45.572930371422515
SLCO1B3	SLCO1B3	0.0005301593895223129	17557.0	8.32419088070583	8.32419088070583	3.9756402116084525e-06	17250.0	97.32550922530046	0.5	1.245013603083426	0.6882421887560913	2	10.285881036175798
KCNC2	KCNC2	1.9813237076558898e-10	17556.0	8.23071537771553	8.23071537771553	0.16997959723023728	12898.0	72.76984709135023	0.0	0.4306845667071069	0.46955301208874445	2	16.61160850893282
HOTAIR	HOTAIR	3.18700031697382e-10	17555.0	8.226336737068861	8.226336737068861	5.285563926727723e-05	15738.0	88.79422219714495	0.0	0.7673573954854744	0.32536748865434795	2	22.924783826534632
HOXB13	HOXB13	2.89485236551302e-07	17554.0	8.19808183784254	8.19808183784254	6.523983460909673e-07	17409.0	98.22264853580094	0.5	1.399458846396253	1.0703512719696937	2	6.351768031195264
PADI3	PADI3	3.6434542260163797e-10	17553.0	8.12607740347022	8.12607740347022	1.4504738841678045e-10	16701.0	94.22783953055352	0.5	0.9931018735975103	0.6258733024816577	2	11.396836231214309
HOXC12	HOXC12	3.16114874139312e-08	17552.0	8.05852289253476	8.05852289253476	5.605646884767057e-05	15762.0	88.92963945156012	0.5	0.771653786710054	0.5532999649052853	2	13.169834751520513
HOXC13	HOXC13	3.3228486073874503e-10	17551.0	8.007046788866331	8.007046788866331	8.183652122011001e-12	16982.0	95.8133498843311	0.5	1.1051978305680712	0.7105328050284402	2	9.713624634153243
HOXC11	HOXC11	2.83516040540512e-10	17550.0	7.7650187086247895	7.7650187086247895	2.5520034876783603e-13	16960.0	95.68921740111719	0.5	1.0975791759784563	0.5741007837638831	2	11.613709162585861
SPP2	SPP2	4.6821175392547794e-05	17549.0	7.705658521540119	7.705658521540119	0.009308140559205945	15182.0	85.65705580319359	0.0	0.6782238462923861	0.29201681116635064	2	24.065171615220727
CHRM2	CHRM2	6.18032888429817e-17	17548.0	7.40840205387594	-7.40840205387594	0.0960829801332137	11614.0	65.5250239801388	0.0	0.349635385188476	0.08967359634388182	2	78.7162214574108
BPIFB2	BPIFB2	2.30922634697214e-11	17547.0	7.215029720416191	7.215029720416191	8.416386521534658e-07	17071.0	96.31552220278734	0.5	1.1448351519592426	0.6413262836073689	2	9.465064388618176
ISX	ISX	1.7579681040843002e-08	17546.0	7.211953547694731	7.211953547694731	8.467059129171852e-18	17620.0	99.41319189753428	1.0	1.7703587259028901	0.0721698835899395	2	75.39980045846158
HOXB9	HOXB9	7.761131412634461e-14	17545.0	7.198239677017031	7.198239677017031	5.031822284768907e-09	17165.0	96.84590644924674	0.5	1.2014470835562925	0.5969885944761583	2	10.045070624377281
ANKS4B	ANKS4B	5.6826211068003994e-11	17544.0	7.08904650330129	7.08904650330129	8.003916393631397e-13	17645.0	99.55425153755007	1.0	1.857998338791165	0.583609876902077	2	8.963261883567872
KRTAP4.1	KRTAP4.1	2.77785548572057e-09	17543.0	7.00968699300138	7.00968699300138	0.14644617420617428	17188.0	96.97568131806128	0.5	1.21115122169311	1.2273595916860243	2	4.724398465280106
CDX2	CDX2	1.6130428628072599e-09	17542.0	6.99781258105	6.99781258105	1.169888406470053e-13	17716.0	99.95486091519494	1.0	2.269213838843455	0.38478440857738605	2	12.288956196767394
COL11A1	COL11A1	2.6800748557644198e-20	17541.0	6.96995149220724	6.96995149220724	3.0144789718573333e-05	15151.0	85.482141849574	0.0	0.6737619238893979	0.07959769758360624	2	79.10014685669239
ZIC4	ZIC4	2.7135556694125302e-08	17540.0	6.958522538813339	6.958522538813339	0.23525783436416944	10493.0	59.199909721830394	0.0	0.295266964226946	0.29744904581236026	2	22.401334508868366
TFAP2D	TFAP2D	2.8603166330679302e-05	17539.0	6.900267197231179	6.900267197231179	0.02606557894638695	15438.0	87.10150651695537	0.0	0.7191221921353219	0.07840670573387902	2	78.83439238061273
ITLN1	ITLN1	7.75840941531534e-22	17538.0	6.87398357348634	-6.87398357348634	0.04584559818000383	11709.0	66.06105061219884	0.0	0.354594550088016	0.2618015939297442	2	24.902021891997478
SERPINA4	SERPINA4	3.48886145169767e-09	17537.0	6.86121154772162	6.86121154772162	4.191391463647665e-09	17131.0	96.65406533882526	0.5	1.1793650704135978	0.48495403105516943	2	11.716257858389971
UGT2B15	UGT2B15	2.23135487408008e-12	17536.0	6.842586926315461	6.842586926315461	7.029172166445805e-14	17162.0	96.82897929244484	1.0	1.199471715962045	0.17500410881716388	2	32.245615537227636
CEACAM7	CEACAM7	5.76865436947029e-16	17535.0	6.84202549664248	6.84202549664248	5.896502055830486e-12	17692.0	99.81944366077978	1.0	2.01685142588728	0.7283884733570262	2	6.624451439376495
LY6D	LY6D	1.3567836688844397e-23	17534.0	6.79170367126559	6.79170367126559	0.23037954902160274	15879.0	89.58979856683406	0.5	0.794745911749284	0.9235804358161492	2	6.493162400324035
HOXC10	HOXC10	8.205021656630349e-14	17533.0	6.7397728581123495	6.7397728581123495	1.3440278668176595e-05	13703.0	77.31196749985894	0.0	0.5002901314116874	0.3429924624037795	2	18.19131150280318
TRPM8	TRPM8	2.7445738939798103e-09	17532.0	6.73297568841453	6.73297568841453	0.0042914104175558205	12065.0	68.06973988602381	0.0	0.37544041945992246	0.05953553357269284	2	106.78555960520724
DMRTA2	DMRTA2	2.1441977169924202e-17	17531.0	6.713294715286899	6.713294715286899	4.974550600487365e-18	17398.0	98.16058229419399	1.0	1.3905605997044552	0.3269161186751788	2	16.281650893056973
FUT9	FUT9	1.29343788281749e-10	17530.0	6.71227169798096	6.71227169798096	2.748914374753306e-07	16002.0	90.28381199571179	0.5	0.8159039630787386	0.4218751453254013	2	13.976570557040581
GLB1L3	GLB1L3	3.0612878288055497e-24	17529.0	6.672742002775969	6.672742002775969	0.3008764455894154	9701.0	54.731140326129896	0.0	0.26438697274782935	0.32806030621679155	2	19.534076231073556
CALML5	CALML5	4.97586748113587e-06	17528.0	6.509618405169589	6.509618405169589	0.24313302462744488	14243.0	80.3588557242002	0.0	0.5580181309639776	0.6188911750471942	2	9.616553788720234
